commit,auth_date,author,subject,category,priority_idx,git_cherry_pick_cmd
29c4a91d,2025-10-28,yangdx,Move relationship ID sorting to before vector DB operations,misc,17,git cherry-pick 29c4a91d
88d12bea,2025-10-28,yangdx,Add offline Swagger UI support with custom static file serving,misc,17,git cherry-pick 88d12bea
af6aff33,2025-10-28,Daniel.y,Merge pull request #2266 from danielaskdd/merge-entity,misc,17,git cherry-pick af6aff33
b32b2e8b,2025-10-28,yangdx,Refactor merge dialog and improve search history sync,misc,17,git cherry-pick b32b2e8b
d0be68c8,2025-10-28,Daniel.y,Merge pull request #2273 from danielaskdd/static-docs,misc,17,git cherry-pick d0be68c8
ea006bd3,2025-10-28,yangdx,Fix entity update logic to handle renaming operations,misc,17,git cherry-pick ea006bd3
0fa2fc9c,2025-10-29,yangdx,Refactor systemd service config to use environment variables,misc,17,git cherry-pick 0fa2fc9c
3fa79026,2025-10-29,yangdx,Fix Entity Source IDs Tracking Problem,misc,17,git cherry-pick 3fa79026
4a46d39c,2025-10-29,yangdx,Replace GUNICORN_CMD_ARGS with custom LIGHTRAG_GUNICORN_MODE flag,misc,17,git cherry-pick 4a46d39c
54c48dce,2025-10-29,yangdx,Fix z-index layering for GraphViewer UI panels,misc,17,git cherry-pick 54c48dce
6489aaa7,2025-10-29,yangdx,Remove worker_exit hook and improve cleanup logging,misc,17,git cherry-pick 6489aaa7
6dc027cb,2025-10-29,yangdx,Merge branch 'fix-exit-handler',misc,17,git cherry-pick 6dc027cb
72b29659,2025-10-29,yangdx,Fix worker process cleanup to prevent shared resource conflicts,misc,17,git cherry-pick 72b29659
816feefd,2025-10-29,yangdx,Fix cleanup coordination between Gunicorn and UvicornWorker lifecycles,misc,17,git cherry-pick 816feefd
8af8bd80,2025-10-29,yangdx,docs: add frontend build steps to server installation guide,misc,17,git cherry-pick 8af8bd80
a1cf01dc,2025-10-29,Daniel.y,Merge pull request #2280 from danielaskdd/fix-exit-handler,misc,17,git cherry-pick a1cf01dc
c5ad9982,2025-10-29,Daniel.y,Merge pull request #2281 from danielaskdd/restore-query-example,misc,17,git cherry-pick c5ad9982
d5bcd14c,2025-10-29,yangdx,Refactor service deployment to use direct process execution,misc,17,git cherry-pick d5bcd14c
783e2f3b,2025-10-30,yangdx,Update uv.lock,misc,17,git cherry-pick 783e2f3b
78ccc4f6,2025-10-30,yangdx,Refactor .gitignore,misc,17,git cherry-pick 78ccc4f6
79a17c3f,2025-10-30,yangdx,Fix graph value handling for entity_id updates,misc,17,git cherry-pick 79a17c3f
8145201d,2025-10-30,Daniel.y,Merge pull request #2284 from danielaskdd/fix-static-missiing,misc,17,git cherry-pick 8145201d
f610fdaf,2025-10-30,yangdx,Merge branch 'main' into Anush008/main,misc,17,git cherry-pick f610fdaf
08b0283b,2025-10-31,Daniel.y,Merge pull request #2291 from danielaskdd/reload-popular-labels,misc,17,git cherry-pick 08b0283b
2496d871,2025-10-31,yangdx,Add data/ directory to .gitignore,misc,17,git cherry-pick 2496d871
3b48cf16,2025-10-31,Daniel.y,Merge pull request #2289 from danielaskdd/fix-pycrptodome-missing,misc,17,git cherry-pick 3b48cf16
4cbd8761,2025-10-31,yangdx,feat: Update node color and legent after entity_type changed,misc,17,git cherry-pick 4cbd8761
6b4514c8,2025-10-31,yangdx,Reduce logging verbosity in entity merge relation processing,misc,17,git cherry-pick 6b4514c8
71b27ec4,2025-10-31,yangdx,Optimize property edit dialog to use trimmed value consistently,misc,17,git cherry-pick 71b27ec4
7ccc1fdd,2025-10-31,yangdx,Add frontend rebuild warning indicator to version display,misc,17,git cherry-pick 7ccc1fdd
94cdbe77,2025-10-31,Daniel.y,Merge pull request #2290 from danielaskdd/delete-residual-edges,misc,17,git cherry-pick 94cdbe77
afb5e5c1,2025-10-31,yangdx,Fix edge cleanup when deleting entities to prevent orphaned relationships,misc,17,git cherry-pick afb5e5c1
bda52a87,2025-10-31,Daniel.y,Merge pull request #2287 from danielaskdd/fix-ui,misc,17,git cherry-pick bda52a87
728721b1,2025-11-01,yangdx,Remove redundant separator lines in gunicorn shutdown handler,misc,17,git cherry-pick 728721b1
bc8a8842,2025-11-01,Daniel.y,Merge pull request #2295 from danielaskdd/mix-query-without-kg,misc,17,git cherry-pick bc8a8842
ec2ea4fd,2025-11-01,yangdx,Rename function and variables for clarity in context building,misc,17,git cherry-pick ec2ea4fd
363f3051,2025-11-02,anouarbm,eval using open ai,misc,17,git cherry-pick 363f3051
6975e69e,2025-11-03,Daniel.y,Merge pull request #2298 from anouar-bm/feat/langfuse-observability,misc,17,git cherry-pick 6975e69e
9495778c,2025-11-03,anouarbm,refactor: reorder Langfuse import logic for improved clarity,misc,17,git cherry-pick 9495778c
9d69e8d7,2025-11-03,anouarbm,fix(api): Change content field from string to list in query responses,misc,17,git cherry-pick 9d69e8d7
c9e1c6c1,2025-11-03,anouarbm,fix(api): change content field to list in query responses,misc,17,git cherry-pick c9e1c6c1
e0966b65,2025-11-03,yangdx,Add BuildKit cache mounts to optimize Docker build performance,misc,17,git cherry-pick e0966b65
6d61f70b,2025-11-04,yangdx,Clean up RAG evaluator logging and remove excessive separator lines,misc,17,git cherry-pick 6d61f70b
7abc6877,2025-11-04,yangdx,Add comprehensive configuration and  compatibility fixes for RAGAS,misc,17,git cherry-pick 7abc6877
451257ae,2025-11-05,yangdx,Doc: Update news with recent features,misc,17,git cherry-pick 451257ae
bd62bb30,2025-11-05,Daniel.y,Merge pull request #2314 from danielaskdd/ragas,misc,17,git cherry-pick bd62bb30
d803df94,2025-11-05,yangdx,Fix linting,misc,17,git cherry-pick d803df94
eb80771f,2025-11-05,Daniel.y,Merge pull request #2311 from danielaskdd/evalueate-cli,misc,17,git cherry-pick eb80771f
0216325e,2025-11-06,yangdx,fix(ui): Remove dynamic import for i18n in settings store,misc,17,git cherry-pick 0216325e
04ed709b,2025-11-06,yangdx,Optimize entity deletion by batching edge queries to avoid N+1 problem,misc,17,git cherry-pick 04ed709b
0c47d1a2,2025-11-06,yangdx,Fix linting,misc,17,git cherry-pick 0c47d1a2
155f5975,2025-11-06,yangdx,Fix node ID normalization and improve batch operation consistency,misc,17,git cherry-pick 155f5975
3276b7a4,2025-11-06,yangdx,Fix linting,misc,17,git cherry-pick 3276b7a4
5f49cee2,2025-11-06,yangdx,Merge branch 'main' into VOXWAVE-FOUNDRY/main,misc,17,git cherry-pick 5f49cee2
678e17bb,2025-11-06,yangdx,"Revert ""fix(ui): Remove dynamic import for i18n in settings store""",misc,17,git cherry-pick 678e17bb
6e36ff41,2025-11-06,yangdx,Fix linting,misc,17,git cherry-pick 6e36ff41
775933aa,2025-11-06,yangdx,Merge branch 'VOXWAVE-FOUNDRY/main',misc,17,git cherry-pick 775933aa
9d0012b0,2025-11-06,Daniel.y,Merge pull request #2321 from danielaskdd/fix-doc-del-slow,misc,17,git cherry-pick 9d0012b0
edf48d79,2025-11-06,Daniel.y,Merge pull request #2319 from danielaskdd/remove-deprecated-code,misc,17,git cherry-pick edf48d79
366a1e0f,2025-11-07,Daniel.y,Merge pull request #2322 from danielaskdd/fix-delete,misc,17,git cherry-pick 366a1e0f
c14f25b7,2025-11-07,yangdx,Add mandatory dimension parameter handling for Jina API compliance,misc,17,git cherry-pick c14f25b7
c580874a,2025-11-07,yangdx,Remove depreced sample code,misc,17,git cherry-pick c580874a
d5362573,2025-11-07,Daniel.y,Merge pull request #2327 from huangbhan/patch-1,misc,17,git cherry-pick d5362573
d95efcb9,2025-11-07,yangdx,Fix linting,misc,17,git cherry-pick d95efcb9
0f2c0de8,2025-11-08,yangdx,Fix linting,misc,17,git cherry-pick 0f2c0de8
1864b282,2025-11-08,yangdx,Add colored output formatting to migration confirmation display,misc,17,git cherry-pick 1864b282
1334b3d8,2025-11-09,yangdx,Update uv.lock,misc,17,git cherry-pick 1334b3d8
37b71189,2025-11-09,yangdx,Fix table alignment and add validation for empty cleanup selections,misc,17,git cherry-pick 37b71189
8859eaad,2025-11-09,Daniel.y,Merge pull request #2334 from danielaskdd/hotfix-opena-streaming,misc,17,git cherry-pick 8859eaad
a75efb06,2025-11-09,yangdx,Fix: prevent source data corruption by target upsert function,misc,17,git cherry-pick a75efb06
1ffb5338,2025-11-11,yangdx,Update env.example,misc,17,git cherry-pick 1ffb5338
ff8f1588,2025-11-11,yangdx,Update env.example,misc,17,git cherry-pick ff8f1588
477c3f54,2025-11-12,Daniel.y,Merge pull request #2345 from danielaskdd/remove-response-type,misc,17,git cherry-pick 477c3f54
5127bf20,2025-11-12,Louis,Lacombe Add support for environment variable fallback for API key and default host for cloud models,misc,17,git cherry-pick 5127bf20
69ca3662,2025-11-12,Daniel.y,Merge pull request #2344 from danielaskdd/fix-josn-serialization-error,misc,17,git cherry-pick 69ca3662
8c07c918,2025-11-12,yangdx,Remove deprecated response_type parameter from query settings,misc,17,git cherry-pick 8c07c918
93a3e471,2025-11-12,yangdx,Remove deprecated response_type parameter from query settings,misc,17,git cherry-pick 93a3e471
f7432a26,2025-11-12,Louis,Lacombe Add support for environment variable fallback for API key and default host for cloud models,misc,17,git cherry-pick f7432a26
28fba19b,2025-11-13,Daniel.y,Merge pull request #2352 from danielaskdd/docling-gunicorn-multi-worker,misc,17,git cherry-pick 28fba19b
297e4607,2025-11-13,yangdx,Merge branch 'main' into tongda/main,misc,17,git cherry-pick 297e4607
2f2f35b8,2025-11-13,yangdx,Add macOS compatibility check for DOCLING with multi-worker Gunicorn,misc,17,git cherry-pick 2f2f35b8
343d3072,2025-11-13,yangdx,Update env.example,misc,17,git cherry-pick 343d3072
470e2fd1,2025-11-13,Daniel.y,Merge pull request #2350 from danielaskdd/reduce-dynamic-import,misc,17,git cherry-pick 470e2fd1
4b31942e,2025-11-13,yangdx,"refactor: move document deps to api group, remove dynamic imports",misc,17,git cherry-pick 4b31942e
63510478,2025-11-13,yangdx,Improve error handling and logging in cloud model detection,misc,17,git cherry-pick 63510478
67dfd856,2025-11-13,LacombeLouis,Add a better regex,misc,17,git cherry-pick 67dfd856
69a0b74c,2025-11-13,yangdx,"refactor: move document deps to api group, remove dynamic imports",misc,17,git cherry-pick 69a0b74c
72f68c2a,2025-11-13,yangdx,Update env.example,misc,17,git cherry-pick 72f68c2a
746c069a,2025-11-13,yangdx,Implement lazy configuration initialization for API server,misc,17,git cherry-pick 746c069a
76adde38,2025-11-13,Daniel.y,Merge pull request #2351 from danielaskdd/lazy-config-loading,misc,17,git cherry-pick 76adde38
77ad906d,2025-11-13,yangdx,Improve error handling and logging in cloud model detection,misc,17,git cherry-pick 77ad906d
7b7f93d7,2025-11-13,yangdx,Implement lazy configuration initialization for API server,misc,17,git cherry-pick 7b7f93d7
844537e3,2025-11-13,LacombeLouis,Add a better regex,misc,17,git cherry-pick 844537e3
87659744,2025-11-13,yangdx,Merge branch 'tongda/main',misc,17,git cherry-pick 87659744
89e63aa4,2025-11-13,Sleeep,Update edge keywords extraction in graph visualization,misc,17,git cherry-pick 89e63aa4
8abc2ac1,2025-11-13,Sleeep,Update edge keywords extraction in graph visualization,misc,17,git cherry-pick 8abc2ac1
c164c8f6,2025-11-13,yangdx,Merge branch 'main' of github.com:HKUDS/LightRAG,misc,17,git cherry-pick c164c8f6
cc031a3d,2025-11-13,yangdx,Add macOS compatibility check for DOCLING with multi-worker Gunicorn,misc,17,git cherry-pick cc031a3d
e6588f91,2025-11-13,yangdx,Update uv.lock,misc,17,git cherry-pick e6588f91
fa9206d6,2025-11-13,yangdx,Update uv.lock,misc,17,git cherry-pick fa9206d6
1ccef2b9,2025-11-14,yangdx,Fix null reference errors in graph database error handling,misc,17,git cherry-pick 1ccef2b9
399a23c3,2025-11-14,Daniel.y,Merge pull request #2356 from danielaskdd/improve-error-handling,misc,17,git cherry-pick 399a23c3
423e4e92,2025-11-14,yangdx,Fix null reference errors in graph database error handling,misc,17,git cherry-pick 423e4e92
b88d7854,2025-11-14,Sleeep,Merge branch 'HKUDS:main' into main,misc,17,git cherry-pick b88d7854
c6850ac5,2025-11-14,Daniel.y,Merge pull request #2358 from sleeepyin/main,misc,17,git cherry-pick c6850ac5
4343db75,2025-11-15,yangdx,Add macOS fork safety check for Gunicorn multi-worker mode,misc,17,git cherry-pick 4343db75
87221035,2025-11-15,yangdx,Update env.example,misc,17,git cherry-pick 87221035
9a2ddcee,2025-11-15,Daniel.y,Merge pull request #2360 from danielaskdd/macos-gunicorn-numpy,misc,17,git cherry-pick 9a2ddcee
acae404f,2025-11-15,yangdx,Update env.example,misc,17,git cherry-pick acae404f
ec05d89c,2025-11-15,yangdx,Add macOS fork safety check for Gunicorn multi-worker mode,misc,17,git cherry-pick ec05d89c
01814bfc,2025-11-17,yangdx,Fix missing function call parentheses in get_all_update_flags_status,misc,17,git cherry-pick 01814bfc
1874cfaf,2025-11-17,yangdx,Fix linting,misc,17,git cherry-pick 1874cfaf
90f52acf,2025-11-17,yangdx,Fix linting,misc,17,git cherry-pick 90f52acf
98e964df,2025-11-17,yangdx,Fix initialization instructions in check_lightrag_setup function,misc,17,git cherry-pick 98e964df
c1ec657c,2025-11-17,yangdx,Fix linting,misc,17,git cherry-pick c1ec657c
702cfd29,2025-11-18,yangdx,Fix document deletion concurrency control and validation logic,misc,17,git cherry-pick 702cfd29
9c10c875,2025-11-18,yangdx,Fix linting,misc,17,git cherry-pick 9c10c875
fc9f7c70,2025-11-18,yangdx,Fix linting,misc,17,git cherry-pick fc9f7c70
b7de694f,2025-11-19,yangdx,Add comprehensive error logging across API routes,misc,17,git cherry-pick b7de694f
efbbaaf7,2025-11-19,Daniel.y,Merge pull request #2383 from danielaskdd/doc-table,misc,17,git cherry-pick efbbaaf7
1d2f534f,2025-11-20,yangdx,Fix linting,misc,17,git cherry-pick 1d2f534f
30e86fa3,2025-11-20,Amritpal,Singh use deployment variable which extracted value from .env file or have default value,misc,17,git cherry-pick 30e86fa3
72ece734,2025-11-20,yangdx,Remove obsolete config file and paging design doc,misc,17,git cherry-pick 72ece734
cc78e2df,2025-11-20,Daniel.y,Merge pull request #2395 from Amrit75/issue-2394,misc,17,git cherry-pick cc78e2df
ecea9399,2025-11-20,yangdx,Fix lingting,misc,17,git cherry-pick ecea9399
66d6c7dd,2025-11-21,yangdx,Refactor main function to provide sync CLI entry point,misc,17,git cherry-pick 66d6c7dd
b46c1523,2025-11-21,yangdx,Fix linting,misc,17,git cherry-pick b46c1523
c9e1c86e,2025-11-21,yangdx,Refactor keyword extraction handling to centralize response format logic,misc,17,git cherry-pick c9e1c86e
1b0413ee,2025-11-22,palanisd,Create copilot-setup-steps.yml,misc,17,git cherry-pick 1b0413ee
fa6797f2,2025-11-22,yangdx,Update env.example,misc,17,git cherry-pick fa6797f2
16eb0d5b,2025-11-23,chaohuang-ai,Merge pull request #2409 from HKUDS/chaohuang-ai-patch-3,misc,17,git cherry-pick 16eb0d5b
6d3bfe46,2025-11-23,chaohuang-ai,Merge pull request #2408 from HKUDS/chaohuang-ai-patch-2,misc,17,git cherry-pick 6d3bfe46
c233da63,2025-11-23,palanisd,Update copilot-setup-steps.yml,misc,17,git cherry-pick c233da63
5b81ef00,2025-11-24,Daniel.y,Merge pull request #2410 from netbrah/create-copilot-setup-steps,misc,17,git cherry-pick 5b81ef00
777c9179,2025-11-25,yangdx,Add Langfuse observability configuration to env.example,misc,17,git cherry-pick 777c9179
8994c70f,2025-11-25,EightyOliveira,fix:exception handling order error,misc,17,git cherry-pick 8994c70f
d2cd1c07,2025-11-25,Daniel.y,Merge pull request #2421 from EightyOliveira/fix_catch_order,misc,17,git cherry-pick d2cd1c07
4f12fe12,2025-11-27,yangdx,Change entity extraction logging from warning to info level,misc,17,git cherry-pick 4f12fe12
8eb63d9b,2025-11-28,Daniel.y,Merge pull request #2434 from cclauss/patch-1,misc,17,git cherry-pick 8eb63d9b
90f341d6,2025-11-28,Christian,Clauss Fix typos discovered by codespell,misc,17,git cherry-pick 90f341d6
d2ab7fb2,2025-11-28,Christian,Clauss Add Python 3.13 and 3.14 to the testing,misc,17,git cherry-pick d2ab7fb2
0aa77fdb,2025-11-30,chaohuang-ai,Merge pull request #2439 from HKUDS/chaohuang-ai-patch-1,misc,17,git cherry-pick 0aa77fdb
607c11c0,2025-12-01,Daniel.y,Merge pull request #2443 from danielaskdd/fix-ktax,misc,17,git cherry-pick 607c11c0
27805b9a,2025-12-02,Daniel.y,Merge pull request #2436 from cclauss/patch-2,misc,17,git cherry-pick 27805b9a
2ecf77ef,2025-12-02,yangdx,Update help text to use correct gunicorn command with workers flag,misc,17,git cherry-pick 2ecf77ef
4c775ec5,2025-12-02,Daniel.y,Merge pull request #2469 from danielaskdd/fix-track-id,misc,17,git cherry-pick 4c775ec5
6fee81f5,2025-12-02,Daniel.y,Merge pull request #2435 from cclauss/patch-1,misc,17,git cherry-pick 6fee81f5
ed22e094,2025-12-02,yangdx,Merge branch 'main' into fix-track-id,misc,17,git cherry-pick ed22e094
4fcae985,2025-10-12,Kevin,Update README.md,docs,18,git cherry-pick 4fcae985
a93c1661,2025-10-13,yangdx,Fix list formatting in README installation steps,docs,18,git cherry-pick a93c1661
efd50064,2025-10-16,yangdx,docs: improve Docker build documentation with clearer notes,docs,18,git cherry-pick efd50064
c18762e3,2025-10-17,yangdx,Simplify Docker deployment documentation and improve clarity,docs,18,git cherry-pick c18762e3
88a45523,2025-10-21,yangdx,Increase default max file paths from 30 to 100 and improve documentation,docs,18,git cherry-pick 88a45523
14a015d4,2025-10-29,yangdx,Restore query generation example and fix README path reference,docs,18,git cherry-pick 14a015d4
1ad0bf82,2025-11-01,anouarbm,feat: add RAGAS evaluation framework for RAG quality assessment,docs,18,git cherry-pick 1ad0bf82
026bca00,2025-11-02,anouarbm,fix: Use actual retrieved contexts for RAGAS evaluation,docs,18,git cherry-pick 026bca00
0b5e3f9d,2025-11-02,anouarbm,Use logger in RAG evaluation and optimize reference content joins,docs,18,git cherry-pick 0b5e3f9d
77db0803,2025-11-02,anouarbm,Merge remote-tracking branch 'lightrag-fork/feat/ragas-evaluation' into feat/ragas-evaluation,docs,18,git cherry-pick 77db0803
36694eb9,2025-11-03,anouarbm,fix(evaluation): Move import-time validation to runtime and improve documentation,docs,18,git cherry-pick 36694eb9
5da709b4,2025-11-03,ben,moussa anouar Merge branch 'main' into feat/ragas-evaluation,docs,18,git cherry-pick 5da709b4
ad2d3c2c,2025-11-03,anouarbm,Merge remote-tracking branch 'origin/main' into feat/ragas-evaluation,docs,18,git cherry-pick ad2d3c2c
debfa0ec,2025-11-03,anouarbm,Merge branch 'feat/ragas-evaluation' of https://github.com/anouar-bm/LightRAG into feat/ragas-evaluation,docs,18,git cherry-pick debfa0ec
41c26a36,2025-11-04,yangdx,feat: add command-line args to RAG evaluation script,docs,18,git cherry-pick 41c26a36
4e4b8d7e,2025-11-04,yangdx,Update RAG evaluation metrics to use class instances instead of objects,docs,18,git cherry-pick 4e4b8d7e
a618f837,2025-11-04,yangdx,Merge branch 'new/ragas-evaluation',docs,18,git cherry-pick a618f837
c358f405,2025-11-04,yangdx,Update evaluation defaults and expand sample dataset,docs,18,git cherry-pick c358f405
d4b8a229,2025-11-04,yangdx,Update RAGAS evaluation to use gpt-4o-mini and improve compatibility,docs,18,git cherry-pick d4b8a229
06b91d00,2025-11-05,yangdx,Improve RAG evaluation progress eval index display with zero padding,docs,18,git cherry-pick 06b91d00
2823f92f,2025-11-05,yangdx,Fix tqdm progress bar conflicts in concurrent RAG evaluation,docs,18,git cherry-pick 2823f92f
a73314a4,2025-11-05,yangdx,Refactor evaluation results display and logging format,docs,18,git cherry-pick a73314a4
d36be1f4,2025-11-05,yangdx,Improve RAGAS evaluation progress tracking and clean up output handling,docs,18,git cherry-pick d36be1f4
f490622b,2025-11-05,yangdx,Doc: Refactor evaluation README to improve clarity and structure,docs,18,git cherry-pick f490622b
831e658e,2025-11-06,yangdx,Update readme,docs,18,git cherry-pick 831e658e
c12bc372,2025-11-09,yangdx,Update README,docs,18,git cherry-pick c12bc372
3c85e488,2025-11-20,yangdx,Update README,docs,18,git cherry-pick 3c85e488
37178462,2025-11-23,chaohuang-ai,Update README.md,docs,18,git cherry-pick 37178462
babbcb56,2025-11-23,chaohuang-ai,Update README.md,docs,18,git cherry-pick babbcb56
5c964267,2025-11-30,chaohuang-ai,Update README.md,docs,18,git cherry-pick 5c964267
